namespace,class,func,docstring,taint_summary,memory_summary
"std::basic_string<CharT,Traits,Allocator>::resize_and_overwrite",basic_string,"template< class Operation >
constexpr void resize_and_overwrite( size_type count, Operation op );","重设字符串大小以含有至多 count 个字符，用用户提供的操作 op 修改可能不确定的内容并设置长度。这样就避免了初始化大小合适的 std::string 时所产生的成本，当它打算作为要被填充的字符数组时，例如，C API 调用。

此函数执行下列步骤：

获得至少含有 count + 1 个字符的存储，并使它的前 k 个字符等于 *this 的前 k 个字符，其中 k 是 count 与调用 resize_and_overwrite 前 size() 的结果的较小者。令 p 代表指向该存储中首个字符的指针。
相等性以如同检查 this->compare(0, k, p, k) == 0 确定。
[p + k, p + count] 中的字符可能拥有不确定值。
求值 std::move(op)(p, count)，令它的返回值为 r。
以 [p, p + r) 替换 *this 的内容（这会设置 *this 的长度为 r）。使所有指向范围 [p, p + count] 中的指针与引用失效。
如果 r 不具有整数式类型，那么程序非良构。

如果满足以下任意条件，那么行为未定义：

std::move(op)(p, count) 抛出异常。
std::move(op)(p, count) 修改 p 或 count。
r 不在范围 [​0​, count] 中。
范围 [p, p + r) 中的任何字符拥有不确定值。
推荐实现避免不必要的复制与分配，例如通过使得 p 等于指向调用后为 *this 分配的字符存储的起始指针，如果 count 小于或等于 capacity()，那么该存储能等同于 *this 的既存存储。

 参数
count	-	字符串的最大可能的新大小
op	-	用于设置字符串新内容的函数对象

返回值
无","{
  setSink(<1>)
  transitive(<0>, <0> || <2>)
}","{
  <0>.strlen = [0, <1>]
  <0>.size = <0>.strlen + 1
  expansion(<0>)
}"
"std::basic_string<CharT,Traits,Allocator>::swap",basic_string,void swap( basic_string& other );,"交换字符串与 other 的内容。所有迭代器和引用都可能会失效。

如果 std::allocator_traits<allocator_type>::propagate_on_container_swap::value 为 true，那么使用对非成员 swap 进行无限定调用来交换这些分配器。否则，不交换它们（且若 get_allocator() != other.get_allocator() 则其行为未定义）。

 参数
other	-	要与之交换内容的字符串

返回值
无","{
  swapTaint(<0>, <1>)
}","{
  swap(<0>, <1>)
}"
"std::basic_string<CharT,Traits,Allocator>::swap",basic_string,void swap( basic_string& other ) noexcept(/* 见下文 */);,"交换字符串与 other 的内容。所有迭代器和引用都可能会失效。

如果 std::allocator_traits<allocator_type>::propagate_on_container_swap::value 为 true，那么使用对非成员 swap 进行无限定调用来交换这些分配器。否则，不交换它们（且若 get_allocator() != other.get_allocator() 则其行为未定义）。

 参数
other	-	要与之交换内容的字符串

返回值
无","{
  swapTaint(<0>, <1>)
}","{
  swap(<0>, <1>)
}"
"std::basic_string<CharT,Traits,Allocator>::find",basic_string,"size_type find( const basic_string& str, size_type pos = 0 ) const;","寻找首个等于给定字符序列的子串。搜索从 pos 开始，也就是说找到的子串不会从 pos 之前的位置开始。

寻找等于 str 的首个子串。

正式而言，如果以下表达式都是 true，那么在位置 xpos 找到 ﻿子串 str：

xpos >= pos
xpos + str.size() <= size()
对于 str 中所有位置 n，Traits::eq(at(xpos + n), str.at(n))
特别是，这意味着

只有在 pos <= size() - str.size() 时才能找到子串。
在且仅在 pos <= size() 时才能在 pos 找到空子串。
对于非空子串，如果 pos >= size()，那么函数始终返回 npos。

 参数
str	-	要搜索的字符串
pos	-	开始搜索的位置

返回值
找到的子串的首字符位置，或在找不到这种子串时返回 npos。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = NPOS ||  [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find",basic_string,"size_type find( const CharT* s, size_type pos, size_type count ) const;","寻找首个等于给定字符序列的子串。搜索从 pos 开始，也就是说找到的子串不会从 pos 之前的位置开始。

寻找首个等于范围 [s, s + count) 的子串。此范围可以包含空字符。
 如果 [s, s + count) 不是有效范围，那么行为未定义。

正式而言，如果以下表达式都是 true，那么在位置 xpos 找到 ﻿子串 str：

xpos >= pos
xpos + str.size() <= size()
对于 str 中所有位置 n，Traits::eq(at(xpos + n), str.at(n))
特别是，这意味着

只有在 pos <= size() - str.size() 时才能找到子串。
在且仅在 pos <= size() 时才能在 pos 找到空子串。
对于非空子串，如果 pos >= size()，那么函数始终返回 npos。

 参数
pos	-	开始搜索的位置
count	-	要搜索的子串长度
s	-	指向要搜索的字符串的指针

返回值
找到的子串的首字符位置，或在找不到这种子串时返回 npos。","{
  setSink(<3>)
  transitive(<-1>, <0> || <1>)
}","{
  overflow(<3>, [0, <1>.size])
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find",basic_string,"size_type find( const CharT* s, size_type pos = 0 ) const;","寻找首个等于给定字符序列的子串。搜索从 pos 开始，也就是说找到的子串不会从 pos 之前的位置开始。

寻找首个等于 s 所指向的字符串的子串。该字符串的长度由首个空字符，通过 Traits::length(s) 确定。
 如果 [s, s + Traits::length(s)) 不是有效范围，那么行为未定义。

正式而言，如果以下表达式都是 true，那么在位置 xpos 找到 ﻿子串 str：

xpos >= pos
xpos + str.size() <= size()
对于 str 中所有位置 n，Traits::eq(at(xpos + n), str.at(n))
特别是，这意味着

只有在 pos <= size() - str.size() 时才能找到子串。
在且仅在 pos <= size() 时才能在 pos 找到空子串。
对于非空子串，如果 pos >= size()，那么函数始终返回 npos。

 参数
pos	-	开始搜索的位置
s	-	指向要搜索的字符串的指针

返回值
找到的子串的首字符位置，或在找不到这种子串时返回 npos。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find",basic_string,"size_type find( CharT ch, size_type pos = 0 ) const;","寻找首个等于给定字符序列的子串。搜索从 pos 开始，也就是说找到的子串不会从 pos 之前的位置开始。

寻找首个字符 ch（由后述规则当作单字符子串）。

正式而言，如果以下表达式都是 true，那么在位置 xpos 找到 ﻿子串 str：

xpos >= pos
xpos + str.size() <= size()
对于 str 中所有位置 n，Traits::eq(at(xpos + n), str.at(n))
特别是，这意味着

只有在 pos <= size() - str.size() 时才能找到子串。
在且仅在 pos <= size() 时才能在 pos 找到空子串。
对于非空子串，如果 pos >= size()，那么函数始终返回 npos。

 参数
pos	-	开始搜索的位置
ch	-	要搜索的字符

返回值
找到的子串的首字符位置，或在找不到这种子串时返回 npos。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find",basic_string,"template< class StringViewLike >
size_type find( const StringViewLike& t,
                size_type pos = 0 ) const noexcept(/* 见下文 */);","寻找首个等于给定字符序列的子串。搜索从 pos 开始，也就是说找到的子串不会从 pos 之前的位置开始。

如同用 std::basic_string_view<CharT, Traits> sv = t; 将 t 隐式转换到字符串视图 sv ，然后寻找首个等于字符串视图 sv 的子串。
 此重载只有在 std::is_convertible_v<const StringViewLike&,
                      std::basic_string_view<CharT, Traits>> 是 true 且 std::is_convertible_v<const StringViewLike&, const CharT*> 是 false 时才会参与重载决议。

正式而言，如果以下表达式都是 true，那么在位置 xpos 找到 ﻿子串 str：

xpos >= pos
xpos + str.size() <= size()
对于 str 中所有位置 n，Traits::eq(at(xpos + n), str.at(n))
特别是，这意味着

只有在 pos <= size() - str.size() 时才能找到子串。
在且仅在 pos <= size() 时才能在 pos 找到空子串。
对于非空子串，如果 pos >= size()，那么函数始终返回 npos。

 参数
pos	-	开始搜索的位置
t	-	要搜索的对象（可转换到 std::basic_string_view）

返回值
找到的子串的首字符位置，或在找不到这种子串时返回 npos。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::rfind",basic_string,"size_type rfind( const basic_string& str, size_type pos = npos ) const;","寻找最后一个等于给定字符序列的子串。搜索从 pos 开始并从右向左进行（因此，找到的子串不会从 pos 之后的位置开始）。如果将 npos 或任何不小于 size() - 1 的值作为 pos 传递，那么就会在整个字符串中搜索。
寻找最后一个等于 str 的子串。

 参数
str	-	要搜索的字符串
pos	-	开始搜索的位置

返回值
找到的子串的首字符位置，或者在找不到这种子串则时返回 npos。注意这是从字符串开始，而非末尾的偏移。

如果搜索的是空字符串（str.size()，count 或 Traits::length(s) 为零），那么立即找到空字符串并返回：

pos，如果 pos < size()；
否则是 size()，包括 pos == npos 的情况。
否则，如果 size() 为零，那么始终返回 npos。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::rfind",basic_string,"size_type rfind( const CharT* s, size_type pos, size_type count ) const;","寻找最后一个等于给定字符序列的子串。搜索从 pos 开始并从右向左进行（因此，找到的子串不会从 pos 之后的位置开始）。如果将 npos 或任何不小于 size() - 1 的值作为 pos 传递，那么就会在整个字符串中搜索。
寻找最后一个等于范围 [s, s + count) 的子串。此范围可以包含空字符。
 如果 [s, s + count) 不是有效范围，那么行为未定义。

 参数
pos	-	开始搜索的位置
count	-	要搜索的子串长度
s	-	指向要搜索的字符串的指针

返回值
找到的子串的首字符位置，或者在找不到这种子串则时返回 npos。注意这是从字符串开始，而非末尾的偏移。

如果搜索的是空字符串（str.size()，count 或 Traits::length(s) 为零），那么立即找到空字符串并返回：

pos，如果 pos < size()；
否则是 size()，包括 pos == npos 的情况。
否则，如果 size() 为零，那么始终返回 npos。","{
  setSink(<3>)
  transitive(<-1>, <0> || <1>)
}","{
  overflow(<3>, [0, <1>.size])
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::rfind",basic_string,"size_type rfind( const CharT* s, size_type pos = npos ) const;","寻找最后一个等于给定字符序列的子串。搜索从 pos 开始并从右向左进行（因此，找到的子串不会从 pos 之后的位置开始）。如果将 npos 或任何不小于 size() - 1 的值作为 pos 传递，那么就会在整个字符串中搜索。
寻找最后一个等于 s 所指向的字符串的子串。该字符串的长度由首个空字符，通过 Traits::length(s) 确定。
 如果 [s, s + Traits::length(s)) 不是有效范围，那么行为未定义。

 参数
pos	-	开始搜索的位置
s	-	指向要搜索的字符串的指针

返回值
找到的子串的首字符位置，或者在找不到这种子串则时返回 npos。注意这是从字符串开始，而非末尾的偏移。

如果搜索的是空字符串（str.size()，count 或 Traits::length(s) 为零），那么立即找到空字符串并返回：

pos，如果 pos < size()；
否则是 size()，包括 pos == npos 的情况。
否则，如果 size() 为零，那么始终返回 npos。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::rfind",basic_string,"size_type rfind( CharT ch, size_type pos = npos ) const;","寻找最后一个等于给定字符序列的子串。搜索从 pos 开始并从右向左进行（因此，找到的子串不会从 pos 之后的位置开始）。如果将 npos 或任何不小于 size() - 1 的值作为 pos 传递，那么就会在整个字符串中搜索。
寻找最后一个等于 ch 的字符。

 参数
pos	-	开始搜索的位置
ch	-	要搜索的字符

返回值
找到的子串的首字符位置，或者在找不到这种子串则时返回 npos。注意这是从字符串开始，而非末尾的偏移。

如果搜索的是空字符串（str.size()，count 或 Traits::length(s) 为零），那么立即找到空字符串并返回：

pos，如果 pos < size()；
否则是 size()，包括 pos == npos 的情况。
否则，如果 size() 为零，那么始终返回 npos。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::rfind",basic_string,"template< class StringViewLike >
size_type rfind( const StringViewLike& t,
                 size_type pos = npos ) const noexcept(/* 见下文 */);","寻找最后一个等于给定字符序列的子串。搜索从 pos 开始并从右向左进行（因此，找到的子串不会从 pos 之后的位置开始）。如果将 npos 或任何不小于 size() - 1 的值作为 pos 传递，那么就会在整个字符串中搜索。
如同用 std::basic_string_view<CharT, Traits> sv = t; 将 t 隐式转换到字符串视图 sv ，然后寻找最后一个等于 sv 内容的子串。
 此重载只有在 std::is_convertible_v<const StringViewLike&,
                      std::basic_string_view<CharT, Traits>> 是 true 且 std::is_convertible_v<const StringViewLike&, const CharT*> 是 false 时才会参与重载决议。

 参数
pos	-	开始搜索的位置
t	-	要搜索的对象（可转换到 std::basic_string_view）

返回值
找到的子串的首字符位置，或者在找不到这种子串则时返回 npos。注意这是从字符串开始，而非末尾的偏移。

如果搜索的是空字符串（str.size()，count 或 Traits::length(s) 为零），那么立即找到空字符串并返回：

pos，如果 pos < size()；
否则是 size()，包括 pos == npos 的情况。
否则，如果 size() 为零，那么始终返回 npos。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_first_of",basic_string,"size_type find_first_of( const basic_string& str, size_type pos = 0 ) const;","寻找首个等于给定字符序列中字符之一的字符。搜索只考虑范围 [pos, size())。如果范围中不存在给定的任何一个字符，那么就会返回 npos。
寻找首个等于 str 中字符之一的字符。

 参数
str	-	鉴别要搜索的字符的字符串
pos	-	搜索开始的位置

返回值
找到的字符的位置，或在找不到字符时返回 npos。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_first_of",basic_string,"size_type find_first_of( const CharT* s,
                         size_type pos, size_type count ) const;","寻找首个等于给定字符序列中字符之一的字符。搜索只考虑范围 [pos, size())。如果范围中不存在给定的任何一个字符，那么就会返回 npos。
寻找首个等于范围 [s, s + count) 中字符中字符之一的字符。此范围可以包含空字符。
 如果 [s, s + count) 不是有效范围，那么行为未定义。

 参数
pos	-	搜索开始的位置
count	-	鉴别要搜索的字符的字符串长度
s	-	指向鉴别要搜索的字符的字符串的指针

返回值
找到的字符的位置，或在找不到字符时返回 npos。","{
  setSink(<3>)
  transitive(<-1>, <0> || <1>)
}","{
  overflow(<3>, [0, <1>.size])
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_first_of",basic_string,"size_type find_first_of( const CharT* s, size_type pos = 0 ) const;","寻找首个等于给定字符序列中字符之一的字符。搜索只考虑范围 [pos, size())。如果范围中不存在给定的任何一个字符，那么就会返回 npos。
 寻找首个等于 s 所指向的字符串中字符之一的字符。该字符串的长度由首个空字符，通过 Traits::length(s) 确定。
 如果 [s, s + Traits::length(s)) 不是有效范围，那么行为未定义。

 参数
pos	-	搜索开始的位置
s	-	指向鉴别要搜索的字符的字符串的指针

返回值
找到的字符的位置，或在找不到字符时返回 npos。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_first_of",basic_string,"size_type find_first_of( CharT ch, size_type pos = 0 ) const;","寻找首个等于给定字符序列中字符之一的字符。搜索只考虑范围 [pos, size())。如果范围中不存在给定的任何一个字符，那么就会返回 npos。
寻找首个等于 ch 的字符。

 参数
pos	-	搜索开始的位置
ch	-	鉴别要搜索的字符的字符

返回值
找到的字符的位置，或在找不到字符时返回 npos。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_first_of",basic_string,"template< class StringViewLike >
size_type
    find_first_of( const StringViewLike& t,
                   size_type pos = 0 ) const noexcept(/* 见下文 */);","寻找首个等于给定字符序列中字符之一的字符。搜索只考虑范围 [pos, size())。如果范围中不存在给定的任何一个字符，那么就会返回 npos。
如同用 std::basic_string_view<CharT, Traits> sv = t; 将 t 隐式转换到字符串视图 sv ，然后寻找首个等于 sv 中字符之一的字符。
 此重载只有在 std::is_convertible_v<const StringViewLike&,
                      std::basic_string_view<CharT, Traits>> 是 true 且 std::is_convertible_v<const StringViewLike&, const CharT*> 是 false 时才会参与重载决议。

 参数
pos	-	搜索开始的位置
t	-	鉴别要搜索的字符的对象（可转换到 std::basic_string_view）

返回值
找到的字符的位置，或在找不到字符时返回 npos。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_first_not_of",basic_string,"size_type find_first_not_of( const basic_string& str,
                             size_type pos = 0 ) const;","寻找首个不等于给定字符序列中任何字符的字符。搜索只考虑范围 [pos, size())。如果范围中的所有字符都能在给定字符序列中找到，那么就会返回 npos。
寻找首个不等于 str 中任何字符的字符。

 参数
str	-	鉴别要搜索的字符的字符串
pos	-	搜索开始的位置

返回值
找到的字符的位置，或在找不到这种字符时返回 npos。","{
  transitive(<-1>, <0>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_first_not_of",basic_string,"size_type find_first_not_of( const CharT* s,
                             size_type pos, size_type count ) const;","寻找首个不等于给定字符序列中任何字符的字符。搜索只考虑范围 [pos, size())。如果范围中的所有字符都能在给定字符序列中找到，那么就会返回 npos。
寻找首个不等于范围 [s, s + count) 中任何字符的字符。此范围可以包含空字符。
 如果 [s, s + count) 不是有效范围，那么行为未定义。

 参数
pos	-	搜索开始的位置
count	-	鉴别要搜索的字符的字符串长度
s	-	指向鉴别要搜索的字符的字符串的指针

返回值
找到的字符的位置，或在找不到这种字符时返回 npos。","{
  setSink(<3>)
  transitive(<-1>, <0>)
}","{
  overflow(<3>, [0, <1>.size])
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_first_not_of",basic_string,"size_type find_first_not_of( const CharT* s,
                             size_type pos = 0 ) const;","寻找首个不等于给定字符序列中任何字符的字符。搜索只考虑范围 [pos, size())。如果范围中的所有字符都能在给定字符序列中找到，那么就会返回 npos。
寻找首个不等于 s 所指向的字符串中任何字符的字符。该字符串的长度由首个空字符，通过 Traits::length(s) 确定。
 如果 [s, s + Traits::length(s)) 不是有效范围，那么行为未定义。

 参数
pos	-	搜索开始的位置
s	-	指向鉴别要搜索的字符的字符串的指针

返回值
找到的字符的位置，或在找不到这种字符时返回 npos。","{
  transitive(<-1>, <0>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_first_not_of",basic_string,"size_type find_first_not_of( CharT ch, size_type pos = 0 ) const;","寻找首个不等于给定字符序列中任何字符的字符。搜索只考虑范围 [pos, size())。如果范围中的所有字符都能在给定字符序列中找到，那么就会返回 npos。
寻找首个不等于 ch 的字符。

 参数
pos	-	搜索开始的位置
ch	-	鉴别要搜索的字符的字符

返回值
找到的字符的位置，或在找不到这种字符时返回 npos。","{
  transitive(<-1>, <0>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_first_not_of",basic_string,"template< class StringViewLike >
size_type
    find_first_not_of( const StringViewLike& t,
                       size_type pos = 0 ) const noexcept(/* 见下文 */);","如同用 std::basic_string_view<CharT, Traits> sv = t; 将 t 隐式转换到字符串视图 sv ，然后寻找首个不等于 sv 中任何字符的字符。
 此重载只有在 std::is_convertible_v<const StringViewLike&,
                      std::basic_string_view<CharT, Traits>> 是 true 且 std::is_convertible_v<const StringViewLike&, const CharT*> 是 false 时才会参与重载决议。

 参数
pos	-	搜索开始的位置
t	-	鉴别要搜索的字符的对象（可转换到 std::basic_string_view）

返回值
找到的字符的位置，或在找不到这种字符时返回 npos。","{
  transitive(<-1>, <0>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_last_of",basic_string,"size_type find_last_of( const basic_string& str,
                        size_type pos = npos ) const;","寻找最后一个等于给定字符序列中字符之一的字符。不指定准确的搜索算法。搜索只考虑范围 [​0​, pos]。如果范围中不存在给定的任何一个字符，那么返回 npos。
寻找最后一个等于 str 中字符之一的字符。

 参数
str	-	鉴别要搜索的字符的字符串
pos	-	搜索结束的位置

返回值
找到的字符位置，在找不到这种字符时返回 npos。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_last_of",basic_string,"size_type find_last_of( const CharT* s,
                        size_type pos, size_type count ) const;","寻找最后一个等于给定字符序列中字符之一的字符。不指定准确的搜索算法。搜索只考虑范围 [​0​, pos]。如果范围中不存在给定的任何一个字符，那么返回 npos。
寻找最后一个等于范围 [s, s + count) 中字符之一的字符。此范围可以包含空字符。
 如果 [s, s + count) 不是有效范围，那么行为未定义。

 参数
pos	-	搜索结束的位置
count	-	鉴别要搜索的字符的字符串长度
s	-	指向鉴别要搜索的字符的字符串的指针

返回值
找到的字符位置，在找不到这种字符时返回 npos。","{
  setSink(<3>)
  transitive(<-1>, <0> || <1>)
}","{
  overflow(<3>, [0, <1>.size])
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_last_of",basic_string,"size_type find_last_of( const CharT* s, size_type pos = npos ) const;","寻找最后一个等于给定字符序列中字符之一的字符。不指定准确的搜索算法。搜索只考虑范围 [​0​, pos]。如果范围中不存在给定的任何一个字符，那么返回 npos。
寻找最后一个等于 s 所指向的字符串中字符之一的字符。该字符串的长度由首个空字符，通过 Traits::length(s) 确定。
 如果 [s, s + Traits::length(s)) 不是有效范围，那么行为未定义。

 参数
pos	-	搜索结束的位置
s	-	指向鉴别要搜索的字符的字符串的指针

返回值
找到的字符位置，在找不到这种字符时返回 npos。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_last_of",basic_string,"size_type find_last_of( CharT ch, size_type pos = npos ) const;","寻找最后一个等于给定字符序列中字符之一的字符。不指定准确的搜索算法。搜索只考虑范围 [​0​, pos]。如果范围中不存在给定的任何一个字符，那么返回 npos。
寻找最后一个等于 ch 的字符。

 参数
pos	-	搜索结束的位置
ch	-	要搜索的字符

返回值
找到的字符位置，在找不到这种字符时返回 npos。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_last_of",basic_string,"template< class StringViewLike >
size_type
    find_last_of( const StringViewLike& t,
                  size_type pos = npos ) const noexcept(/* 见下文 */);","寻找最后一个等于给定字符序列中字符之一的字符。不指定准确的搜索算法。搜索只考虑范围 [​0​, pos]。如果范围中不存在给定的任何一个字符，那么返回 npos。
如同用 std::basic_string_view<CharT, Traits> sv = t; 将 t 隐式转换到字符串视图 sv ，然后寻找最后一个等于 sv 中字符之一的字符。
 此重载只有在 std::is_convertible_v<const StringViewLike&,
                      std::basic_string_view<CharT, Traits>> 是 true 且 std::is_convertible_v<const StringViewLike&, const CharT*> 是 false 时才会参与重载决议

 参数
pos	-	搜索结束的位置
t	-	鉴别要搜索的字符的对象（可转换到 std::basic_string_view）

返回值
找到的字符位置，在找不到这种字符时返回 npos。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_last_not_of",basic_string,"size_type find_last_not_of( const basic_string& str,
                            size_type pos = npos ) const;","寻找最后一个不等于给定字符序列中任何字符的字符。搜索只考虑范围 [​0​, pos]。如果范围中的所有字符都能在给定字符序列中找到，那么就会返回 npos。
寻找最后一个不等于 str 中任何字符的字符。

 参数
str	-	鉴别要搜索的字符的字符串
pos	-	搜索结束的位置

返回值
找到的字符位置，在找不到这种字符时返回 npos。","{
  transitive(<-1>, <0>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_last_not_of",basic_string,"size_type find_last_not_of( const CharT* s,
                            size_type pos, size_type count ) const;","寻找最后一个不等于给定字符序列中任何字符的字符。搜索只考虑范围 [​0​, pos]。如果范围中的所有字符都能在给定字符序列中找到，那么就会返回 npos。
寻找最后一个不等于范围 [s, s + count) 中任何字符的字符。此范围可以包含空字符。
 如果 [s, s + count) 不是有效范围，那么行为未定义。

 参数
pos	-	搜索结束的位置
count	-	鉴别要搜索的字符的字符串长度
s	-	指向鉴别要搜索的字符的字符串的指针

返回值
找到的字符位置，在找不到这种字符时返回 npos。","{
  setSink(<3>)
  transitive(<-1>, <0>)
}","{
  overflow(<3>, [0, <1>.size])
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_last_not_of",basic_string,"size_type find_last_not_of( const CharT* s, size_type pos = npos ) const;","寻找最后一个不等于给定字符序列中任何字符的字符。搜索只考虑范围 [​0​, pos]。如果范围中的所有字符都能在给定字符序列中找到，那么就会返回 npos。
寻找最后一个不等于 s 所指向的字符串中任何字符的字符。该字符串的长度由首个空字符，通过 Traits::length(s) 确定。
 如果 [s, s + Traits::length(s)) 不是有效范围，那么行为未定义。

 参数
pos	-	搜索结束的位置
s	-	指向鉴别要搜索的字符的字符串的指针

返回值
找到的字符位置，在找不到这种字符时返回 npos。","{
  transitive(<-1>, <0>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_last_not_of",basic_string,"size_type find_last_not_of( CharT ch, size_type pos = npos ) const;","寻找最后一个不等于给定字符序列中任何字符的字符。搜索只考虑范围 [​0​, pos]。如果范围中的所有字符都能在给定字符序列中找到，那么就会返回 npos。
寻找最后一个不等于 ch 的字符。

 参数
pos	-	搜索结束的位置
ch	-	鉴别要搜索的字符的字符

返回值
找到的字符位置，在找不到这种字符时返回 npos。","{
  transitive(<-1>, <0>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::find_last_not_of",basic_string,"template< class StringViewLike >
size_type
    find_last_not_of( const StringViewLike& t,
                      size_type pos = npos ) const noexcept(/* 见下文 */);","寻找最后一个不等于给定字符序列中任何字符的字符。搜索只考虑范围 [​0​, pos]。如果范围中的所有字符都能在给定字符序列中找到，那么就会返回 npos。
如同用 std::basic_string_view<CharT, Traits> sv = t; 将 t 隐式转换到字符串视图 sv ，然后寻找最后一个不等于 sv 中任何字符的字符。
 此重载只有在 std::is_convertible_v<const StringViewLike&,
                      std::basic_string_view<CharT, Traits>> 是 true 且 std::is_convertible_v<const StringViewLike&, const CharT*> 是 false 时才会参与重载决议。

 参数
pos	-	搜索结束的位置
t	-	鉴别要搜索的字符的对象（可转换到 std::basic_string_view）

返回值
找到的字符位置，在找不到这种字符时返回 npos。","{
  transitive(<-1>, <0>)
}","{
  <-1> = NPOS || [0, <0>.strlen - 1]
}"
"std::basic_string<CharT,Traits,Allocator>::compare",basic_string,int compare( const basic_string& str ) const;,"比较两个字符序列。
比较此字符串与 str。

 参数
str	-	要比较的另一字符串

返回值
*this 在字典序中先出现于实参所指定的字符序列时是负值。
两个序列比较等价时为零。
*this 在字典序中后出现于实参所指定的字符序列时是正值。",{},"{
  <-1> = [MIN, MAX]
}"
"std::basic_string<CharT,Traits,Allocator>::compare",basic_string,"int compare( size_type pos1, size_type count1,
             const basic_string& str ) const;","比较两个字符序列。
比较此字符串的 [pos1, pos1 + count1) 子串与 str。
如果 count1 > size() - pos1，那么子串是 [pos1, size())。

 参数
str	-	要比较的另一字符串
count1	-	此字符串要比较的字符数
pos1	-	此字符串中要比较的首字符的位置

返回值
*this 在字典序中先出现于实参所指定的字符序列时是负值。
两个序列比较等价时为零。
*this 在字典序中后出现于实参所指定的字符序列时是正值。","{
  setSink(<1>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  <-1> = [MIN, MAX]
}"
